SID,CID,GRADE
04005840,EE-02,73.7
04006400,MUS-04,48.2
04000880,HIST-05,95.1
04004520,MUS-01,89.4
04003521,LAW-02,64.7
04005930,LAW-05,39.6
04007280,ENV-03,71.2
04003020,CS-01,92.9
04006340,SE-02,74.4
04001970,MUS-03,30.8
04000251,BME-04,52.5
04004980,BIO-05,77.8
04009610,PSY-02,81.3
04004460,ME-03,41.7
04009371,PHYS-03,60.9
04006881,SE-01,96.0
04003220,MUS-04,50.9
04002530,HIST-05,63.4
04009711,BIO-01,57.7
04005120,EE-01,88.6
04007391,BIO-04,64.0
04004980,MATH-05,43.5
04001500,CS-01,90.0
04002350,BME-01,56.1
04008901,BIO-05,66.0
04006070,CE-05,57.1
04000221,SE-04,55.4
04000451,CHEM-05,82.9
04006950,CE-04,61.7
04000441,ECON-02,67.2
04002910,EE-02,92.6
04003730,CS-01,49.4
04009540,PHIL-05,94.7
04004941,MATH-04,87.5
04009621,MUS-05,89.4
04000010,ECON-03,84.8
04003200,ECON-02,95.0
04005120,EE-05,88.2
04000201,PHYS-05,48.2
04002120,CE-01,80.4
04003390,ENV-04,50.7
04006961,MUS-01,78.1
04004190,ME-02,84.7
04006321,CE-02,87.5
04008781,SE-03,77.1
04008221,CHEM-04,95.3
04003230,CS-03,63.4
04004141,BME-03,64.4
04003181,HIST-03,67.8
04004770,CS-03,84.7
04008060,SOC-03,61.4
04007191,LAW-03,73.6
04002240,ME-02,71.9
04004991,MUS-03,87.5
04006231,BME-05,65.1
04003210,MATH-04,57.6
04008731,PHYS-01,80.9
04007680,ECON-03,65.0
04004440,ART-02,86.1
04002450,SE-01,58.8
04009780,ENV-01,76.6
04004850,ECON-02,57.8
04007440,PHIL-02,82.1
04008351,EE-01,81.7
04008570,MATH-02,73.4
04008400,PHIL-04,83.8
04008950,EE-01,85.9
04003300,PHYS-03,61.3
04008651,ECON-04,65.0
04005910,MATH-02,92.6
04007331,ME-02,95.2
04002871,ENV-02,86.2
04000110,LAW-03,58.1
04000140,ENV-03,80.9
04000490,MATH-01,93.4
04004960,SOC-05,42.0
04000270,SE-03,80.0
04000631,ME-01,70.3
04001071,LAW-05,86.7
04004010,ECON-04,95.8
04001100,MUS-02,39.6
04000310,ENV-05,69.7
04002381,PHIL-04,70.4
04006471,ART-04,79.6
04003500,ME-04,77.7
04006220,MATH-01,95.6
04006171,SE-03,90.7
04003361,HIST-02,84.4
04000581,LAW-03,92.5
04005100,BME-05,86.3
04004151,SE-02,66.1
04009671,LAW-05,65.2
04004520,SE-02,66.2
04003941,SE-04,86.4
04005141,HIST-03,81.3
04001390,HIST-03,58.8
04004050,SE-01,58.4
04007231,ECON-05,54.3
04001790,BIO-01,76.3
04008471,ECON-01,63.0
04003451,ART-01,79.5
04005840,PSY-01,52.3
04003401,CE-03,63.6
04003101,PSY-05,53.2
04004350,MATH-05,80.5
04004751,ART-03,43.5
04005871,PHIL-03,64.3
04001110,LAW-03,94.1
04003031,MATH-01,51.2
04004440,CHEM-05,48.1
04002590,MUS-05,91.2
04001521,PSY-02,31.8
04002171,ME-01,75.7
04005621,SE-03,84.3
04009151,PHYS-04,62.1
04004780,SE-02,71.1
04001540,ECON-02,73.9
04004561,ENV-01,86.9
04002581,ART-02,93.3
04005100,HIST-05,51.1
04002630,MUS-02,79.0
04009291,PSY-02,69.7
04005061,CHEM-04,53.6
04005430,CE-05,59.8
04008410,MATH-02,65.8
04007501,CE-02,87.1
04008280,BME-02,53.2
04008871,BME-01,78.1
04007240,MUS-05,77.6
04008210,MUS-03,94.2
04007001,BIO-05,75.6
04001500,ME-04,79.4
04009520,MUS-02,67.6
04009341,BME-05,74.6
04004511,ART-03,60.1
04004040,STAT-04,77.8
04005290,PHYS-01,84.6
04008020,LAW-03,80.4
04003660,EE-03,86.5
04002970,ME-05,70.5
04009221,ECON-05,47.9
04007431,ME-02,37.7
04006961,SE-02,71.9
04001001,MATH-02,69.9
04001930,CS-02,95.6
04006640,STAT-01,52.5
04004930,SOC-02,67.4
04008801,BME-04,79.9
04006621,PHIL-01,84.9
04004401,EE-04,41.9
04008011,LAW-03,64.1
04005910,CS-02,55.5
04002391,ART-05,92.7
04000140,CS-02,75.1
04005781,CE-02,83.6
04003120,CHEM-01,88.6
04002970,ENV-01,90.9
04000410,MUS-05,84.2
04008760,PHIL-03,91.4
04004640,MUS-02,79.9
04006621,CHEM-05,87.2
04008120,CHEM-03,55.6
04008510,CHEM-03,93.7
04004631,SOC-04,82.7
04000130,ECON-01,58.7
04004880,PSY-04,78.1
04004280,PSY-04,87.9
04007710,STAT-01,76.1
04001250,ART-02,79.0
04009790,CS-01,88.4
04003961,PHIL-04,81.7
04008361,CE-04,73.2
04006270,PSY-03,56.0
04004101,PSY-01,53.8
04003161,SOC-05,42.1
04001441,ECON-05,69.9
04003401,ME-02,86.1
04004121,ME-03,43.7
04004960,PSY-05,89.7
04003530,MUS-05,55.9
04003390,CS-04,92.0
04009141,ME-03,30.0
04008120,STAT-03,88.1
04008510,STAT-03,75.3
04008060,EE-01,71.1
04007351,ME-05,83.7
04002230,MATH-03,83.3
04002620,CE-01,53.7
04006761,LAW-01,65.9
04002990,PHYS-03,79.6
04007380,ART-02,61.4
04005680,CE-02,84.0
04007740,ART-01,75.6
04002590,ART-04,92.6
04008781,LAW-03,87.1
04008620,HIST-02,59.0
04003801,ECON-05,78.7
04009571,SOC-01,58.6
04007120,PHIL-05,46.1
04008721,SOC-01,49.2
04004970,PHIL-02,56.3
04000971,CE-03,99.0
04005721,EE-02,90.5
04006171,SOC-05,66.3
04008231,SOC-03,67.0
04000781,CS-04,96.2
04002760,SOC-04,69.4
04009530,EE-05,61.7
04008520,PHYS-04,66.7
04002701,ENV-05,63.6
04004670,BIO-04,50.0
04001001,CS-02,75.1
04006181,PHYS-02,73.4
04005781,PHIL-01,58.4
04000041,MUS-02,56.6
04006670,CE-04,74.1
04006411,SE-01,51.3
04004501,LAW-04,81.7
04007870,LAW-03,50.7
04008160,HIST-03,74.9
04006770,BME-02,85.1
04007380,PHIL-01,36.5
04006610,PHYS-04,84.9
04001901,CHEM-03,72.6
04008471,PHIL-02,86.0
04005781,CHEM-05,64.9
04007551,CE-02,91.9
04005240,LAW-05,88.4
04008561,MATH-04,81.3
04006701,BME-05,86.1
04007771,EE-05,37.9
04003561,MUS-03,87.5
04004491,STAT-04,74.3
04002491,MUS-02,84.2
04006140,BME-05,75.0
04003591,CS-04,78.6
04000371,SOC-03,89.2
04005970,MATH-01,30.0
04005871,MATH-04,69.5
04005981,SE-02,87.6
04002281,EE-02,68.1
04009511,ME-02,51.9
04001951,ECON-02,60.4
04006721,ECON-04,88.9
04008260,MUS-02,43.8
04007301,PHIL-01,57.1
04007361,SOC-05,92.9
04000560,HIST-02,83.3
04005110,EE-04,79.2
04007570,STAT-02,69.2
04001390,BIO-03,98.7
04007391,EE-01,83.7
04002801,CHEM-04,80.5
04000081,CS-01,89.8
04007891,PHYS-05,90.5
04000840,ART-01,47.6
04001880,CHEM-04,87.3
04001271,PSY-02,67.8
04000930,ECON-05,94.2
04001180,ECON-04,57.4
04000071,PHYS-01,91.4
04009310,ECON-04,84.6
04007301,CHEM-05,89.2
04004250,ME-01,83.1
04002630,MUS-01,75.3
04009280,CHEM-02,56.3
04007641,CHEM-05,68.8
04004170,ENV-03,71.7
04002901,ART-04,51.5
04003530,ART-04,94.7
04002650,BME-01,71.5
04006821,MUS-03,30.0
04004920,PHYS-01,67.0
04004121,CS-03,88.5
04007740,PHYS-05,46.8
04007380,SE-01,66.9
04005091,PHIL-03,57.1
04003831,ME-01,87.6
04001870,BIO-04,68.2
04008320,CS-03,63.8
04002291,CS-02,81.0
04006761,BME-01,74.6
04009141,CS-03,70.4
04008841,EE-05,64.2
04009790,ME-04,83.3
04000600,EE-01,57.9
04000990,ECON-04,50.2
04000760,PHIL-03,65.9
04009501,MATH-01,59.0
04009830,PSY-01,40.6
04004021,SOC-01,62.0
04003790,LAW-01,85.1
04001431,STAT-05,46.9
04001331,CS-03,77.5
04009870,MATH-01,68.4
04004141,MUS-04,59.5
04003240,ART-03,71.4
04001991,BIO-01,63.9
04004070,MATH-03,54.1
04004801,HIST-04,88.1
04008120,ART-01,61.6
04000981,CHEM-04,73.2
04002260,MUS-01,81.4
04007301,SE-01,39.3
04006821,LAW-02,71.8
04007641,SE-01,66.2
04001191,SOC-01,85.6
04001800,MATH-01,67.8
04001170,SOC-05,74.5
04001821,STAT-01,62.0
04000960,ECON-05,73.4
04001611,ECON-05,78.8
04004401,CS-03,94.0
04007671,MATH-03,79.7
04004610,STAT-03,85.4
04004170,CS-05,80.0
04002210,PHIL-03,86.5
04009141,MATH-05,66.1
04006461,BME-05,59.9
04005110,ME-03,90.1
04009010,EE-05,78.8
04006851,SE-05,91.3
04006440,BIO-05,65.8
04009701,ENV-02,30.0
04006941,PHYS-02,71.0
04008081,HIST-05,85.0
04000261,CE-02,78.4
04003650,ART-04,95.2
04002590,PSY-05,70.5
04006881,MATH-01,60.0
04000711,PHIL-03,60.1
04005591,STAT-01,43.4
04002260,ME-01,61.8
04004381,SOC-01,91.1
04005110,CE-05,71.8
04004501,MUS-04,85.8
04003001,CE-02,76.1
04002041,LAW-02,58.7
04001100,ECON-01,66.7
04002891,MUS-04,70.3
04006280,ART-05,58.5
04004170,CS-02,53.8
04007031,STAT-01,73.8
04003790,SOC-04,67.0
04007141,ENV-02,65.7
04006981,CS-04,75.5
04001360,SOC-01,94.9
04002681,HIST-03,58.4
04007970,PSY-03,83.4
04002340,BME-03,76.9
04008950,ME-01,70.2
04002771,MATH-03,86.5
04008801,EE-01,77.0
04008890,BIO-01,35.6
04003341,EE-04,64.6
04004900,LAW-02,62.1
04008120,PHYS-05,80.5
04006640,PSY-04,65.4
04005041,ART-04,88.1
04008911,PSY-02,72.0
04004371,LAW-01,80.7
04001210,CE-04,72.7
04005390,BIO-03,54.6
04002930,BME-05,73.7
04006250,STAT-02,52.1
04007291,BME-04,66.6
04005461,SE-03,67.6
04001150,HIST-02,54.7
04003970,SE-01,91.3
04002520,ART-04,81.9
04002020,CHEM-02,89.2
04003540,STAT-01,87.0
04000610,SE-02,76.5
04000481,CS-02,55.8
04000391,EE-02,73.0
04001601,SE-03,93.8
04008001,PHYS-01,36.4
04001750,SE-04,59.2
04006881,PHIL-04,90.8
04001870,SOC-03,38.8
04008970,MUS-04,88.3
04009601,BIO-05,95.7
04001390,ME-05,87.1
04009861,ME-03,68.4
04006501,BIO-03,70.2
04009861,BIO-01,60.2
04008160,BIO-03,68.0
04009261,MATH-04,62.2
04000481,CHEM-01,72.1
04003521,MUS-02,76.1
04009821,SE-02,88.2
04004310,CE-03,59.2
04003530,PSY-05,62.9
04005670,PHYS-03,52.8
04001170,PSY-05,41.7
04008280,MUS-03,64.7
04000501,EE-04,88.2
04003591,CE-03,90.7
04004511,SE-03,75.9
04004021,SE-04,66.1
04000211,PSY-01,89.9
04004911,EE-01,52.3
04001841,CS-02,79.2
04000520,CHEM-03,62.6
04004610,ART-01,76.0
04001651,CHEM-04,77.2
04007080,CHEM-03,71.7
04006290,HIST-02,53.4
04001991,MATH-05,64.5
04009110,EE-03,72.4
04007800,ART-05,85.7
04000911,MATH-04,62.0
04003341,BIO-01,46.1
04006841,MUS-03,57.1
04006070,MUS-02,59.2
04006110,ME-01,90.4
04000281,ME-05,45.7
04000451,PHIL-04,71.4
04005721,ECON-05,81.0
04007250,CHEM-04,92.8
04001530,PHYS-03,80.6
04006040,PHIL-01,68.9
04002450,PHIL-04,88.1
04001711,PHYS-05,46.5
04005061,PHIL-05,61.4
04007811,EE-04,67.6
04005700,STAT-04,48.3
04005151,CHEM-02,80.8
04004360,STAT-02,76.2
04008830,LAW-05,73.2
04004221,HIST-05,64.8
04008280,LAW-02,66.3
04006690,BIO-02,72.1
04004941,BME-04,91.7
04008950,ECON-01,80.8
04002861,CS-01,96.2
04009291,CS-05,76.8
04000240,CS-03,57.4
04007011,PSY-01,89.6
04001150,SOC-02,65.2
04005501,STAT-04,74.8
04009790,ART-05,58.9
04005471,PHIL-05,70.5
04004780,ENV-04,90.7
04008271,PSY-01,70.7
04002240,HIST-04,76.2
04008240,LAW-03,78.5
04005151,STAT-01,92.7
04002990,ECON-02,81.4
04007911,ECON-05,49.9
04004660,PSY-05,93.1
04007750,STAT-04,92.1
04002871,BIO-02,78.3
04008191,SOC-02,81.7
04000781,ME-02,63.1
04002190,SOC-01,43.0
04001921,EE-05,95.9
04003421,PSY-05,79.1
04006361,CS-04,59.4
04006670,ART-04,89.2
04001741,MUS-03,85.9
04009990,ART-02,74.2
04007331,HIST-04,79.3
04004691,ME-04,72.4
04005000,ME-03,96.6
04004381,SE-04,61.7
04003210,BME-04,73.0
04007771,MUS-01,73.3
04002050,BME-05,90.2
04004561,CHEM-04,82.8
04008471,ART-03,90.8
04000501,ME-03,30.0
04008920,CS-05,61.5
04006961,ENV-04,96.8
04003601,CS-01,55.5
04007930,MUS-03,84.0
04000351,CHEM-04,67.9
04001521,CHEM-01,47.1
04000711,MATH-04,55.9
04009291,CS-02,75.9
04003460,PHYS-04,36.8
04002060,ENV-02,66.0
04008311,STAT-01,48.1
04007001,PSY-02,49.0
04005000,CE-05,30.0
04008580,CS-03,71.3
04006661,EE-02,95.2
04004421,LAW-04,76.6
04006930,SE-03,74.1
04009300,ECON-04,49.5
04009250,BIO-02,56.7
04009530,ME-01,76.0
04009671,BIO-03,85.7
04001741,LAW-02,48.7
04007521,SE-02,80.3
04003691,CHEM-02,30.0
04006080,ECON-05,48.2
04009890,PHIL-05,73.6
04008170,STAT-05,87.1
04009101,BIO-01,56.4
04001320,BIO-02,68.1
04007410,CE-04,88.7
04004280,CE-04,83.8
04007811,ME-03,89.1
04005030,MATH-04,84.8
04007811,BIO-01,84.4
04009690,ENV-01,79.2
04008141,ENV-03,83.6
04008110,CS-02,60.5
04002791,PHYS-04,66.7
04007930,LAW-02,66.3
04008841,MUS-01,85.2
04009990,CHEM-05,70.4
04007051,ECON-01,83.2
04004440,PHIL-04,55.1
04004751,SOC-05,84.3
04007901,CS-01,88.2
04002881,SOC-05,77.2
04002441,PHIL-02,89.8
04005451,SOC-02,92.7
04009171,ME-04,62.7
04002530,ENV-02,64.3
04009681,MATH-04,72.9
04006240,STAT-04,63.6
04005750,PHYS-01,75.6
04000020,MUS-04,62.5
04009901,LAW-01,61.7
04005390,ENV-01,73.4
04008920,CHEM-01,89.8
04002340,PSY-03,31.6
04002951,PHYS-02,30.0
04000461,ME-03,42.1
04000621,PHYS-05,34.9
04000181,HIST-01,84.8
04005810,BME-05,73.3
04001601,LAW-03,72.1
04008060,SE-02,71.2
04002630,PHIL-02,68.5
04005730,MATH-05,76.3
04008120,BIO-05,59.9
04008510,BIO-05,76.1
04000430,BIO-02,42.5
04003671,LAW-05,56.2
04004791,STAT-04,52.3
04008980,CHEM-05,80.2
04003390,LAW-03,91.6
04004010,EE-04,71.0
04006551,LAW-04,37.8
04008671,EE-04,66.2
04006411,MATH-01,48.7
04000520,ART-01,41.2
04007680,MUS-03,35.5
04000010,LAW-02,94.0
04002861,ME-04,47.1
04009901,SE-05,64.4
04001590,ME-04,69.0
04003370,ENV-01,71.3
04005050,EE-02,76.9
04009630,CHEM-04,59.7
04006211,BME-05,85.3
04002581,PHIL-04,83.7
04000251,SE-02,52.1
04006981,SE-03,65.7
04007351,CHEM-04,86.7
04003570,BME-02,73.0
04000501,CS-03,86.2
04007991,SOC-04,79.2
04004640,PHIL-02,68.2
04006710,STAT-04,71.6
04009530,ECON-01,90.1
04005131,SOC-02,61.0
04007750,BME-03,70.7
04007961,CS-04,74.9
04009911,LAW-05,68.6
04002640,CS-03,93.9
04001970,MUS-01,79.6
04002120,PSY-01,48.6
04007680,LAW-02,88.9
04003660,PSY-05,64.7
04005981,ENV-04,72.9
04005781,MATH-01,31.5
04004780,CS-04,77.7
04002311,HIST-04,88.0
04006551,PSY-03,86.9
04004801,LAW-01,88.8
04009010,ME-01,82.6
04008651,BIO-01,66.0
04002180,CS-02,78.3
04002230,PHIL-03,30.6
04003860,CE-03,70.5
04008450,PHIL-01,74.6
04000361,CHEM-02,78.2
04009200,LAW-02,49.2
04006411,PHIL-04,40.0
04001210,ART-04,92.4
04004210,LAW-04,86.9
04003610,ECON-04,63.8
04001071,ME-05,35.2
04008450,CHEM-05,78.0
04008671,BIO-01,84.2
04002561,ART-01,69.9
04006130,MUS-01,88.7
04000361,STAT-01,70.0
04001901,MATH-05,74.6
04002420,ART-04,76.0
04000221,HIST-01,87.5
04002541,LAW-05,81.7
04007641,MATH-01,50.4
04007881,ECON-03,72.1
04008381,BME-04,43.1
04008930,BIO-04,79.2
04001040,PHYS-05,60.3
04002401,ME-02,81.8
04007370,CS-05,83.2
04001670,PSY-03,77.6
04000461,CS-03,70.9
04005071,STAT-02,72.7
04005871,BIO-04,64.2
04004691,ART-05,92.6
04008841,ECON-01,94.5
04009110,SE-03,33.5
04004880,ART-02,85.3
04001210,SOC-05,87.9
04005760,MUS-05,56.5
04003750,HIST-02,53.3
04000151,LAW-03,75.5
04002760,PHYS-03,64.7
04003920,LAW-02,47.4
04006920,PSY-03,79.0
04008450,SE-01,31.9
04009850,SE-02,82.5
04005860,STAT-04,70.1
04000161,BIO-03,71.0
04007410,MUS-05,67.2
04001721,ME-05,73.0
04008040,CS-05,81.6
04008930,BME-04,74.9
04003131,HIST-03,83.6
04008901,MATH-02,48.2
04009511,ENV-05,61.7
04008031,PSY-04,69.0
04007700,LAW-04,90.1
04002491,PHIL-02,77.7
04005871,BME-04,83.9
04003930,CE-01,65.1
04002710,STAT-04,59.7
04004460,CHEM-02,80.5
04008260,PHIL-02,80.7
04008570,ART-02,74.2
04001721,ENV-01,45.6
04004880,PHIL-01,88.1
04008781,HIST-02,57.8
04001230,MUS-05,73.8
04004031,BME-02,39.0
04003851,PSY-04,77.7
04006030,ENV-04,85.8
04008461,LAW-05,71.7
04006331,ECON-04,48.3
04005530,CS-01,66.2
04002321,SOC-01,88.2
04006270,STAT-03,57.0
04000941,PSY-03,69.5
04006600,PSY-03,56.1
04007920,ECON-02,37.0
04000951,BME-02,34.8
04009801,PHYS-04,42.3
04000110,SE-05,82.4
04000401,CHEM-01,67.5
04000211,STAT-02,91.7
04001431,PHIL-03,89.6
04002131,CS-04,54.1
04004980,CS-05,87.3
04002780,BME-05,50.4
04008011,SOC-02,92.2
04002670,SE-04,36.7
04003970,MATH-01,84.7
04004760,PHIL-01,59.4
04006661,ECON-05,81.2
04005910,PHIL-01,72.0
04007700,PSY-03,71.0
04006171,HIST-02,82.4
04000651,STAT-01,76.5
04003551,CS-03,87.8
04000621,MATH-05,44.7
04009151,ME-05,88.2
04001970,ECON-01,72.3
04001001,CE-02,69.9
04008810,CE-01,57.6
04004411,CE-05,91.3
04004760,CHEM-05,36.4
04001941,ART-02,64.0
04007440,SOC-05,38.6
04005910,CHEM-05,52.8
04001031,EE-02,49.9
04004481,ECON-04,68.3
04005890,CS-04,64.0
04009701,BIO-02,61.1
04001110,SE-05,58.6
04007040,ME-03,69.5
04009661,ECON-02,73.6
04007820,BIO-02,55.4
04007040,BIO-01,96.0
04006721,EE-04,69.9
04001191,PHYS-03,48.0
04004350,MATH-02,45.3
04007881,BIO-02,63.2
04009761,ECON-03,30.0
04008291,STAT-01,47.3
04009540,SOC-04,94.6
04000120,LAW-04,67.5
04005741,EE-01,53.9
04004141,STAT-03,71.8
04005270,ECON-04,55.8
04008930,SOC-03,61.3
04009310,EE-04,78.3
04003691,PSY-04,57.7
04001620,BME-04,42.9
04004970,SE-03,76.3
04003890,CS-03,70.2
04008901,CS-02,95.3
04009821,ENV-04,67.4
04004980,CHEM-01,84.9
04002620,PSY-01,44.0
04009931,CE-05,90.5
04001930,SE-01,67.3
04005511,LAW-05,82.7
04009941,CE-04,79.0
04008911,CHEM-01,74.4
04001210,PSY-05,81.0
04003120,SE-01,72.3
04006150,PSY-04,88.3
04004091,PHYS-04,51.5
04007141,BIO-02,54.2
04002511,PSY-01,39.7
04005871,SOC-03,82.3
04008570,SE-01,93.8
04007250,PHIL-05,30.0
04007491,ME-01,83.0
04006790,HIST-05,89.4
04006761,STAT-05,69.0
04008901,CHEM-01,67.3
04006600,MUS-04,70.5
04000990,EE-04,46.4
04002420,PSY-05,92.4
04009001,ECON-02,55.4
04007720,ECON-04,83.3
04002441,ART-03,84.4
04003580,HIST-02,90.2
04004900,MUS-02,35.9
04002461,ECON-04,65.5
04000270,SOC-02,79.0
04008090,STAT-01,94.0
04009161,BIO-03,97.2
04007950,MUS-04,37.9
04001091,CS-04,55.5
04007331,LAW-01,57.4
04009110,SOC-05,64.8
04002071,CE-02,83.1
04002630,ART-03,72.6
04007870,SOC-02,76.4
04009130,CS-02,87.0
04006631,BIO-01,54.8
04000120,PSY-03,87.4
04003010,EE-03,85.0
04001511,BIO-01,82.1
04009061,ENV-02,86.5
04000161,ME-05,65.9
04001890,STAT-03,37.4
04005661,LAW-04,41.2
04003220,PHYS-02,72.0
04001170,HIST-02,78.2
04000351,PHIL-05,80.1
04001941,SE-01,77.0
04002600,SOC-02,89.3
04001180,BIO-01,85.5
04009310,ME-03,52.5
04000520,BIO-05,78.5
04001571,CE-01,68.9
04007740,PSY-02,52.4
04004911,ECON-01,83.1
04003331,BME-02,52.0
04005831,BME-03,73.1
04008711,PHYS-03,32.6
04002920,PSY-01,77.7
04006300,HIST-01,67.5
04005280,STAT-02,63.1
04006000,PHIL-01,92.5
04005821,ART-03,76.3
04008540,STAT-02,66.7
04003240,PSY-05,69.1
04001010,PHIL-05,93.1
04008790,ART-01,64.4
04002500,PSY-05,80.3
04004151,ME-02,77.7
04001741,EE-05,76.9
04000911,BIO-04,72.7
04001471,LAW-01,57.4
04003521,PHIL-02,63.2
04007750,MUS-04,56.0
04009240,ART-05,56.4
04003131,BIO-03,65.9
04006000,CHEM-05,67.4
04004820,ART-02,76.9
04005330,ME-02,62.9
04001691,HIST-03,72.2
04003361,ENV-02,57.7
04002691,BIO-04,80.0
04009701,BME-02,58.7
04008480,BIO-01,69.5
04001490,LAW-05,39.7
04003871,EE-01,72.7
04008550,CE-05,59.6
04006471,HIST-05,99.3
04009320,ECON-02,69.1
04007091,CE-01,97.7
04001761,ME-04,78.0
04009761,BIO-02,89.6
04002010,PHIL-01,65.5
04000990,CE-05,90.7
04004121,CHEM-02,85.8
04004190,BME-01,65.7
04005560,PHYS-03,86.0
04001020,EE-04,70.2
04008081,ENV-02,47.9
04007651,CE-05,66.4
04000771,SOC-03,63.8
04008320,CHEM-02,97.0
04003401,SOC-02,67.9
04008371,ECON-02,91.3
04002561,PHYS-02,79.5
04006851,MATH-03,85.8
04008280,MUS-02,91.3
04000470,MATH-01,59.7
04004631,ECON-02,63.4
04006070,PHIL-02,89.0
04004720,HIST-04,62.7
04008991,CHEM-03,58.0
04003421,HIST-02,31.1
04003441,PHYS-03,54.2
04004731,HIST-04,78.2
04004820,PHIL-01,43.4
04003041,ENV-04,77.6
04001790,MATH-02,66.9
04006040,PHIL-04,91.9
04002131,CE-03,70.8
04004840,SOC-02,45.2
04009651,MATH-04,75.5
04005680,STAT-02,82.5
04005421,CE-03,61.7
04007001,CHEM-01,77.9
04001331,STAT-01,76.0
04003481,BME-02,88.6
04009990,MATH-01,76.4
04006250,STAT-04,65.1
04004110,STAT-04,70.4
04008861,BIO-05,78.2
04007161,ECON-03,58.2
04005600,CE-04,64.2
04005491,CS-01,52.7
04009621,HIST-05,86.1
04004401,CHEM-02,60.5
04004200,ME-03,81.6
04007431,SE-05,56.9
04004951,PHIL-04,83.8
04006181,ENV-03,57.1
04002060,BIO-02,48.5
04008850,BME-03,86.8
04004240,SOC-04,54.1
04002611,PHYS-04,54.2
04008681,MUS-03,61.8
04006721,CS-03,74.6
04001961,ART-01,89.0
04000171,PHIL-01,88.4
04003570,LAW-02,85.3
04002891,ART-05,69.6
04001180,CS-03,86.0
04003711,EE-01,97.3
04009310,CS-03,75.2
04009181,PHYS-04,69.0
04005981,CE-03,76.0
04005591,CE-04,94.3
04009361,MATH-05,82.9
04004991,PHIL-02,58.0
04001020,ME-03,97.0
04002760,ECON-02,71.9
04002491,ART-03,81.5
04008170,PHIL-03,67.5
04004680,SOC-01,57.9
04004680,SOC-04,60.3
04003781,LAW-01,86.7
04007930,MUS-02,94.0
04008071,ART-02,79.8
04001850,CHEM-04,96.0
04008130,LAW-01,84.5
04008731,STAT-02,87.4
04003401,SE-05,86.4
04004711,BME-04,54.5
04003841,ECON-05,81.6
04001511,MATH-05,52.8
04009210,MATH-03,67.4
04007031,CE-04,73.0
04007651,CS-03,78.0
04003991,ECON-05,62.1
04007110,PHYS-03,33.7
04004371,MATH-03,86.7
04009200,EE-05,45.5
04000221,CE-01,84.2
04009341,ECON-04,83.9
04006651,PSY-04,84.2
04004371,STAT-05,69.4
04000911,SOC-03,91.5
04008611,ME-01,89.2
04000310,MATH-03,81.7
04008251,ART-01,78.3
04001451,LAW-04,67.0
04004040,STAT-03,74.9
04007240,BME-05,79.1
04005421,ME-02,88.6
04008620,ENV-02,77.7
04003781,SE-05,81.1
04004741,ENV-05,86.3
04008970,ART-01,84.0
04006420,ECON-01,32.8
04003540,CE-04,71.4
04007420,LAW-05,47.1
04008150,ART-03,85.0
04000921,PSY-04,79.0
04001670,CS-01,95.5
04000081,SE-04,87.4
04008750,BME-02,54.4
04000041,EE-03,50.2
04004170,SE-01,87.2
04003271,BME-05,47.4
04001010,CS-01,65.2
04005790,EE-02,72.1
04000971,SOC-02,89.3
04000430,LAW-02,71.8
04001961,PHYS-05,66.7
04005921,ART-01,72.9
04008480,MATH-05,52.9
04008741,BIO-04,82.6
04006830,BIO-03,89.8
04007321,HIST-04,80.6
04009300,EE-04,59.9
04002090,MATH-04,92.2
04007321,ENV-05,62.8
04002371,PHIL-03,66.8
04002311,SOC-04,75.4
04009750,STAT-03,69.4
04006920,CS-01,82.6
04004270,ECON-04,84.5
04007710,ART-04,73.5
04000600,ENV-04,77.2
04003700,ART-03,67.9
04002000,PSY-01,65.5
04009091,BME-05,73.1
04007521,CS-04,87.4
04004031,CE-05,61.5
04001451,PSY-03,47.5
04008260,EE-03,57.8
04003411,HIST-01,63.7
04006961,LAW-03,85.0
04004431,SOC-03,68.1
04006030,CE-03,59.2
04001250,BME-05,47.2
04001191,ECON-02,63.1
04009850,ENV-04,72.6
04003491,ART-03,68.6
04001091,SE-03,78.3
04005710,ART-01,63.5
04009511,SE-05,95.2
04008110,CE-02,82.4
04008471,PSY-05,82.1
04004620,ART-03,66.3
04002271,BIO-04,66.6
04000410,HIST-05,70.5
04008240,SOC-02,78.1
04008641,CHEM-04,84.1
04004290,CS-01,77.3
04000420,LAW-03,82.6
04008251,PHYS-05,62.1
04000941,CS-01,67.9
04006440,CS-05,97.1
04002910,BME-03,79.3
04003001,STAT-02,53.4
04008200,STAT-04,49.9
04002731,PHYS-05,66.7
04008060,CS-04,89.3
04008611,ECON-01,83.7
04001100,SE-03,62.7
04005600,MUS-05,60.9
04005251,CS-01,72.0
04005141,ME-02,60.2
04000001,PSY-02,66.7
04007831,SOC-01,96.1
04009681,SOC-03,77.2
04003451,CS-05,47.4
04008940,MUS-03,30.0
04007831,SOC-04,88.7
04004610,PSY-02,91.6
04008690,LAW-01,76.0
04002541,BIO-03,77.0
04005801,MUS-01,90.0
04002271,BME-04,56.5
04006730,ECON-02,56.8
04000551,SOC-03,78.1
04007231,PSY-03,78.5
04002940,CHEM-03,73.3
04001721,CHEM-04,61.5
04000610,CE-03,51.9
04002980,PHIL-02,70.6
04003281,ART-05,92.8
04008501,ENV-02,82.4
04003350,ART-04,70.3
04008231,ENV-04,38.3
